,Unnamed: 0,name,coordinates,category,location,rating,review_count,state
41048,41048,Pizza Hut,"{'latitude': 35.0870517156926, 'longitude': -96.3783142782822}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '103 Rogers St', 'address2': '', 'address3': '', 'city': 'Holdenville', 'zip_code': '74848', 'country': 'US', 'state': 'OK', 'display_address': ['103 Rogers St', 'Holdenville, OK 74848']}",2.0,7,OK
41054,41054,Sonic Drive-In,"{'latitude': 35.0872280802234, 'longitude': -96.3889172673225}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1122 N Gulf', 'address2': '', 'address3': '', 'city': 'Holdenville', 'zip_code': '74848', 'country': 'US', 'state': 'OK', 'display_address': ['1122 N Gulf', 'Holdenville, OK 74848']}",1.0,1,OK
41062,41062,Pizza Hut,"{'latitude': 34.01094, 'longitude': -95.50036}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '1109 E Jackson St', 'address2': '', 'address3': '', 'city': 'Hugo', 'zip_code': '74743', 'country': 'US', 'state': 'OK', 'display_address': ['1109 E Jackson St', 'Hugo, OK 74743']}",1.5,5,OK
41063,41063,McDonald's,"{'latitude': 34.0094118082287, 'longitude': -95.4939495726376}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '1509 E Jackson', 'address2': '', 'address3': '', 'city': 'Hugo', 'zip_code': '74743', 'country': 'US', 'state': 'OK', 'display_address': ['1509 E Jackson', 'Hugo, OK 74743']}",2.0,2,OK
41066,41066,KFC,"{'latitude': 34.0108827569788, 'longitude': -95.4975131429438}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","{'address1': '1311 E Jackson', 'address2': '', 'address3': '', 'city': 'Hugo', 'zip_code': '74743', 'country': 'US', 'state': 'OK', 'display_address': ['1311 E Jackson', 'Hugo, OK 74743']}",1.0,2,OK
41070,41070,Sonic Drive-In,"{'latitude': 34.0102345183583, 'longitude': -95.4986505210399}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1210 E Jackson', 'address2': '', 'address3': '', 'city': 'Hugo', 'zip_code': '74743', 'country': 'US', 'state': 'OK', 'display_address': ['1210 E Jackson', 'Hugo, OK 74743']}",1.0,1,OK
41117,41117,Burgerville,"{'latitude': 46.72583, 'longitude': -122.97358}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '818 Harrison Ave', 'address2': '', 'address3': '', 'city': 'Centralia', 'zip_code': '98531', 'country': 'US', 'state': 'WA', 'display_address': ['818 Harrison Ave', 'Centralia, WA 98531']}",3.5,188,WA
41130,41130,Quiznos,"{'latitude': 46.72538, 'longitude': -122.97456}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]","{'address1': '136 W High St', 'address2': '', 'address3': '', 'city': 'Centralia', 'zip_code': '98531', 'country': 'US', 'state': 'WA', 'display_address': ['136 W High St', 'Centralia, WA 98531']}",4.5,26,WA
41156,41156,McDonald's,"{'latitude': 40.147533, 'longitude': -97.1716508}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '1429 K St', 'address2': '', 'address3': '', 'city': 'Fairbury', 'zip_code': '68352', 'country': 'US', 'state': 'NE', 'display_address': ['1429 K St', 'Fairbury, NE 68352']}",2.5,3,NE
41157,41157,Runza,"{'latitude': 40.1604614406824, 'longitude': -97.1712767332792}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '2630 Industrial Ave', 'address2': None, 'address3': None, 'city': 'Fairbury', 'zip_code': '68352', 'country': 'US', 'state': 'NE', 'display_address': ['2630 Industrial Ave', 'Fairbury, NE 68352']}",3.5,3,NE
41158,41158,Pizza Hut,"{'latitude': 40.1467884829893, 'longitude': -97.1795446463739}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '505 E 14th St', 'address2': '', 'address3': '', 'city': 'Fairbury', 'zip_code': '68352', 'country': 'US', 'state': 'NE', 'display_address': ['505 E 14th St', 'Fairbury, NE 68352']}",3.5,3,NE
41167,41167,Runza,"{'latitude': 40.43755, 'longitude': -99.38213}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '319 Nobes St', 'address2': '', 'address3': '', 'city': 'Holdrege', 'zip_code': '68949', 'country': 'US', 'state': 'NE', 'display_address': ['319 Nobes St', 'Holdrege, NE 68949']}",4.0,4,NE
41171,41171,Dairy Queen,"{'latitude': 40.4377366252484, 'longitude': -99.3768525123596}","[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '224 4th Ave', 'address2': '', 'address3': '', 'city': 'Holdrege', 'zip_code': '68949', 'country': 'US', 'state': 'NE', 'display_address': ['224 4th Ave', 'Holdrege, NE 68949']}",4.0,2,NE
41172,41172,Sonic Drive-In,"{'latitude': 40.446269, 'longitude': -99.378807}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1130 Burlington St', 'address2': '', 'address3': '', 'city': 'Holdrege', 'zip_code': '68949', 'country': 'US', 'state': 'NE', 'display_address': ['1130 Burlington St', 'Holdrege, NE 68949']}",3.0,5,NE
41174,41174,Pizza Hut,"{'latitude': 40.43761, 'longitude': -99.37502}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '320 Blaine St', 'address2': '', 'address3': '', 'city': 'Holdrege', 'zip_code': '68949', 'country': 'US', 'state': 'NE', 'display_address': ['320 Blaine St', 'Holdrege, NE 68949']}",3.0,4,NE
41175,41175,Taco John's,"{'latitude': 40.4375835156104, 'longitude': -99.3829853832722}","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '225 W 4th Ave', 'address2': '', 'address3': '', 'city': 'Holdrege', 'zip_code': '68949', 'country': 'US', 'state': 'NE', 'display_address': ['225 W 4th Ave', 'Holdrege, NE 68949']}",2.0,6,NE
41177,41177,McDonald's,"{'latitude': 40.4382363, 'longitude': -99.3853399}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '410 W 4th Ave', 'address2': '', 'address3': '', 'city': 'Holdrege', 'zip_code': '68949', 'country': 'US', 'state': 'NE', 'display_address': ['410 W 4th Ave', 'Holdrege, NE 68949']}",1.5,7,NE
41193,41193,Pizza Hut,"{'latitude': 40.205797, 'longitude': -100.64628303051}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '811 North Highway 83', 'address2': '', 'address3': '', 'city': 'McCook', 'zip_code': '69001', 'country': 'US', 'state': 'NE', 'display_address': ['811 North Highway 83', 'McCook, NE 69001']}",4.0,6,NE
41195,41195,McDonald's,"{'latitude': 40.2020224932531, 'longitude': -100.644245412686}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '501 N Hwy 83', 'address2': '', 'address3': '', 'city': 'McCook', 'zip_code': '69001', 'country': 'US', 'state': 'NE', 'display_address': ['501 N Hwy 83', 'McCook, NE 69001']}",2.5,7,NE
41198,41198,Taco John's,"{'latitude': 40.1986205571729, 'longitude': -100.636078566313}","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '710 W B St', 'address2': '', 'address3': '', 'city': 'McCook', 'zip_code': '69001', 'country': 'US', 'state': 'NE', 'display_address': ['710 W B St', 'McCook, NE 69001']}",3.5,3,NE
41200,41200,Wendy's,"{'latitude': 40.202702, 'longitude': -100.6459419}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '226 Westview Plz', 'address2': '', 'address3': '', 'city': 'Mccook', 'zip_code': '69001', 'country': 'US', 'state': 'NE', 'display_address': ['226 Westview Plz', 'Mccook, NE 69001']}",2.0,2,NE
41226,41226,McDonald's,"{'latitude': 42.4560708902907, 'longitude': -98.6328285187483}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '212 E Hwy 20', 'address2': '', 'address3': '', 'city': ""O'Neill"", 'zip_code': '68763', 'country': 'US', 'state': 'NE', 'display_address': ['212 E Hwy 20', ""O'Neill, NE 68763""]}",3.5,3,NE
41230,41230,Dairy Queen Grill & Chill,"{'latitude': 42.45626, 'longitude': -98.635195}","[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '109 E Hwy 20', 'address2': '', 'address3': '', 'city': 'Oneill', 'zip_code': '68763', 'country': 'US', 'state': 'NE', 'display_address': ['109 E Hwy 20', 'Oneill, NE 68763']}",5.0,1,NE
41231,41231,Taco John's,"{'latitude': 42.4580396875181, 'longitude': -98.637693375349}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '1002 E Douglas St', 'address2': '', 'address3': '', 'city': ""O'Neill"", 'zip_code': '68763', 'country': 'US', 'state': 'NE', 'display_address': ['1002 E Douglas St', ""O'Neill, NE 68763""]}",1.5,2,NE
41236,41236,Pizza Hut,"{'latitude': 41.1251058482572, 'longitude': -101.713673472405}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '516 E 1st St', 'address2': '', 'address3': '', 'city': 'Ogallala', 'zip_code': '69153', 'country': 'US', 'state': 'NE', 'display_address': ['516 E 1st St', 'Ogallala, NE 69153']}",2.5,115,NE
41242,41242,Runza,"{'latitude': 41.1165718, 'longitude': -101.7129867}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'address1': '205 Stagecoach Trl', 'address2': '', 'address3': '', 'city': 'Ogallala', 'zip_code': '69153', 'country': 'US', 'state': 'NE', 'display_address': ['205 Stagecoach Trl', 'Ogallala, NE 69153']}",3.0,21,NE
41244,41244,McDonald's,"{'latitude': 41.1160409, 'longitude': -101.7114488}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '301 Stagecoach Trl I80 Exit 126', 'address2': '', 'address3': '', 'city': 'Ogallala', 'zip_code': '69153', 'country': 'US', 'state': 'NE', 'display_address': ['301 Stagecoach Trl I80 Exit 126', 'Ogallala, NE 69153']}",2.0,35,NE
41245,41245,Subway,"{'latitude': 41.111682, 'longitude': -101.714629}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': 'I 80 Highway 61', 'address2': '', 'address3': '', 'city': 'Ogallala', 'zip_code': '69153', 'country': 'US', 'state': 'NE', 'display_address': ['I 80 Highway 61', 'Ogallala, NE 69153']}",3.0,14,NE
41248,41248,Dairy Queen,"{'latitude': 41.1095715, 'longitude': -101.717213988304}","[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '200 Texas Trail Dr', 'address2': '', 'address3': '', 'city': 'Ogallala', 'zip_code': '69153', 'country': 'US', 'state': 'NE', 'display_address': ['200 Texas Trail Dr', 'Ogallala, NE 69153']}",3.0,14,NE
41250,41250,Wendy's,"{'latitude': 41.112894, 'longitude': -101.716421}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '103 Pony Express Ln', 'address2': '', 'address3': '', 'city': 'Ogallala', 'zip_code': '69153', 'country': 'US', 'state': 'NE', 'display_address': ['103 Pony Express Ln', 'Ogallala, NE 69153']}",1.5,36,NE
41251,41251,Arby's,"{'latitude': 41.12052, 'longitude': -101.71499}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '65 River Rd', 'address2': '', 'address3': '', 'city': 'Ogallala', 'zip_code': '69153', 'country': 'US', 'state': 'NE', 'display_address': ['65 River Rd', 'Ogallala, NE 69153']}",3.0,8,NE
41265,41265,Runza,"{'latitude': 40.6709342, 'longitude': -95.8592377}","[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '702 S 11th St', 'address2': '', 'address3': '', 'city': 'Nebraska City', 'zip_code': '68410', 'country': 'US', 'state': 'NE', 'display_address': ['702 S 11th St', 'Nebraska City, NE 68410']}",3.0,13,NE
41267,41267,Pizza Hut,"{'latitude': 40.6641569574078, 'longitude': -95.8596297434997}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '1104 14th Corso', 'address2': '', 'address3': '', 'city': 'Nebraska City', 'zip_code': '68410', 'country': 'US', 'state': 'NE', 'display_address': ['1104 14th Corso', 'Nebraska City, NE 68410']}",3.0,5,NE
41269,41269,Arby's,"{'latitude': 40.66267, 'longitude': -95.85874}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '1649 S 11th St', 'address2': '', 'address3': '', 'city': 'Nebraska City', 'zip_code': '68410', 'country': 'US', 'state': 'NE', 'display_address': ['1649 S 11th St', 'Nebraska City, NE 68410']}",4.5,2,NE
41284,41284,Runza,"{'latitude': 40.6709342, 'longitude': -95.8592377}","[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '702 S 11th St', 'address2': '', 'address3': '', 'city': 'Nebraska City', 'zip_code': '68410', 'country': 'US', 'state': 'NE', 'display_address': ['702 S 11th St', 'Nebraska City, NE 68410']}",3.0,13,NE
41286,41286,Subway,"{'latitude': 40.6547002045466, 'longitude': -95.8580396965228}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '2509 S 11th St', 'address2': '', 'address3': '', 'city': 'Nebraska City', 'zip_code': '68410', 'country': 'US', 'state': 'NE', 'display_address': ['2509 S 11th St', 'Nebraska City, NE 68410']}",3.5,3,NE
41287,41287,Arby's,"{'latitude': 40.66267, 'longitude': -95.85874}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '1649 S 11th St', 'address2': '', 'address3': '', 'city': 'Nebraska City', 'zip_code': '68410', 'country': 'US', 'state': 'NE', 'display_address': ['1649 S 11th St', 'Nebraska City, NE 68410']}",4.5,2,NE
41288,41288,Pizza Hut,"{'latitude': 40.6641569574078, 'longitude': -95.8596297434997}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '1104 14th Corso', 'address2': '', 'address3': '', 'city': 'Nebraska City', 'zip_code': '68410', 'country': 'US', 'state': 'NE', 'display_address': ['1104 14th Corso', 'Nebraska City, NE 68410']}",3.0,5,NE
41304,41304,Runza,"{'latitude': 40.6709342, 'longitude': -95.8592377}","[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '702 S 11th St', 'address2': '', 'address3': '', 'city': 'Nebraska City', 'zip_code': '68410', 'country': 'US', 'state': 'NE', 'display_address': ['702 S 11th St', 'Nebraska City, NE 68410']}",3.0,13,NE
41306,41306,Arby's,"{'latitude': 40.66267, 'longitude': -95.85874}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '1649 S 11th St', 'address2': '', 'address3': '', 'city': 'Nebraska City', 'zip_code': '68410', 'country': 'US', 'state': 'NE', 'display_address': ['1649 S 11th St', 'Nebraska City, NE 68410']}",4.5,2,NE
41307,41307,Pizza Hut,"{'latitude': 40.6641569574078, 'longitude': -95.8596297434997}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '1104 14th Corso', 'address2': '', 'address3': '', 'city': 'Nebraska City', 'zip_code': '68410', 'country': 'US', 'state': 'NE', 'display_address': ['1104 14th Corso', 'Nebraska City, NE 68410']}",3.0,5,NE
41311,41311,McDonald's,"{'latitude': 40.6634479541915, 'longitude': -95.8596235513687}","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1512 S 11th', 'address2': None, 'address3': None, 'city': 'Nebraska City', 'zip_code': '68410', 'country': 'US', 'state': 'NE', 'display_address': ['1512 S 11th', 'Nebraska City, NE 68410']}",2.0,7,NE
41329,41329,Blake's Lotaburger,"{'latitude': 32.27511, 'longitude': -107.76004}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '600 N Gold St', 'address2': '', 'address3': '', 'city': 'Deming', 'zip_code': '88030', 'country': 'US', 'state': 'NM', 'display_address': ['600 N Gold St', 'Deming, NM 88030']}",3.5,37,NM
41350,41350,Blake's Lotaburger,"{'latitude': 32.27511, 'longitude': -107.76004}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '600 N Gold St', 'address2': '', 'address3': '', 'city': 'Deming', 'zip_code': '88030', 'country': 'US', 'state': 'NM', 'display_address': ['600 N Gold St', 'Deming, NM 88030']}",3.5,37,NM
41370,41370,Blake's Lotaburger,"{'latitude': 32.27511, 'longitude': -107.76004}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '600 N Gold St', 'address2': '', 'address3': '', 'city': 'Deming', 'zip_code': '88030', 'country': 'US', 'state': 'NM', 'display_address': ['600 N Gold St', 'Deming, NM 88030']}",3.5,37,NM
41385,41385,Taco Bell,"{'latitude': 38.870679, 'longitude': -78.524624}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'address1': '330 West Reservoir Road', 'address2': '', 'address3': '', 'city': 'Woodstock', 'zip_code': '22664', 'country': 'US', 'state': 'VA', 'display_address': ['330 West Reservoir Road', 'Woodstock, VA 22664']}",4.0,7,VA
41405,41405,Five Guys,"{'latitude': 41.6216221, 'longitude': -80.1606833}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '18866 Park Ave Plz', 'address2': None, 'address3': None, 'city': 'Meadville', 'zip_code': '16332', 'country': 'US', 'state': 'PA', 'display_address': ['18866 Park Ave Plz', 'Meadville, PA 16332']}",3.5,9,PA
41620,41620,Panera Bread,"{'latitude': 41.0107008320091, 'longitude': -76.487622410059}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]","{'address1': '60 Plaza Dr', 'address2': '', 'address3': '', 'city': 'Bloomsburg', 'zip_code': '17815', 'country': 'US', 'state': 'PA', 'display_address': ['60 Plaza Dr', 'Bloomsburg, PA 17815']}",3.0,46,PA
41640,41640,Panera Bread,"{'latitude': 41.0107008320091, 'longitude': -76.487622410059}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]","{'address1': '60 Plaza Dr', 'address2': '', 'address3': '', 'city': 'Bloomsburg', 'zip_code': '17815', 'country': 'US', 'state': 'PA', 'display_address': ['60 Plaza Dr', 'Bloomsburg, PA 17815']}",3.0,46,PA
41670,41670,Domino's Pizza,"{'latitude': 40.9577795863152, 'longitude': -76.6118448972702}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '300 Railroad St', 'address2': '', 'address3': '', 'city': 'Danville', 'zip_code': '17821', 'country': 'US', 'state': 'PA', 'display_address': ['300 Railroad St', 'Danville, PA 17821']}",4.0,6,PA
41706,41706,Cookout,"{'latitude': 33.4908359213941, 'longitude': -80.855761164964}","[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '1554 Glover St', 'address2': '', 'address3': '', 'city': 'Orangeburg', 'zip_code': '29115', 'country': 'US', 'state': 'SC', 'display_address': ['1554 Glover St', 'Orangeburg, SC 29115']}",3.0,13,SC
41727,41727,Taco Bell,"{'latitude': 33.4839330051786, 'longitude': -80.466894845882}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'address1': '9075 Old Hwy 6', 'address2': '', 'address3': None, 'city': 'Santee', 'zip_code': '29142', 'country': 'US', 'state': 'SC', 'display_address': ['9075 Old Hwy 6', 'Santee, SC 29142']}",3.5,9,SC
41744,41744,Pizza Hut,"{'latitude': 34.7178801578389, 'longitude': -81.6403635009192}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '319 Duncan Bypass', 'address2': '', 'address3': '', 'city': 'Union', 'zip_code': '29379', 'country': 'US', 'state': 'SC', 'display_address': ['319 Duncan Bypass', 'Union, SC 29379']}",3.0,4,SC
41745,41745,Burger King,"{'latitude': 34.728322, 'longitude': -81.63857}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '508 Duncan Bypass Hwy 176', 'address2': '', 'address3': '', 'city': 'Union', 'zip_code': '29379', 'country': 'US', 'state': 'SC', 'display_address': ['508 Duncan Bypass Hwy 176', 'Union, SC 29379']}",3.0,2,SC
41751,41751,KFC,"{'latitude': 34.7288445549193, 'longitude': -81.638591}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","{'address1': '542 N Duncan By-pass', 'address2': '', 'address3': '', 'city': 'Union', 'zip_code': '29379', 'country': 'US', 'state': 'SC', 'display_address': ['542 N Duncan By-pass', 'Union, SC 29379']}",1.0,5,SC
41879,41879,Subway,"{'latitude': 41.2032172832831, 'longitude': -77.2635212594296}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '701 Allegheny St', 'address2': '', 'address3': '', 'city': 'Jersey Shore', 'zip_code': '17740', 'country': 'US', 'state': 'PA', 'display_address': ['701 Allegheny St', 'Jersey Shore, PA 17740']}",5.0,2,PA
41906,41906,Cookout,"{'latitude': 33.4908359213941, 'longitude': -80.855761164964}","[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '1554 Glover St', 'address2': '', 'address3': '', 'city': 'Orangeburg', 'zip_code': '29115', 'country': 'US', 'state': 'SC', 'display_address': ['1554 Glover St', 'Orangeburg, SC 29115']}",3.0,13,SC
41949,41949,Five Guys,"{'latitude': 39.957704, 'longitude': -76.682306}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1125 Haines Rd', 'address2': '', 'address3': '', 'city': 'York', 'zip_code': '17402', 'country': 'US', 'state': 'PA', 'display_address': ['1125 Haines Rd', 'York, PA 17402']}",4.5,19,PA
41965,41965,Culver's,"{'latitude': 43.6885375976563, 'longitude': -98.012416}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1015 Cabela Dr', 'address2': '', 'address3': '', 'city': 'Mitchell', 'zip_code': '57301', 'country': 'US', 'state': 'SD', 'display_address': ['1015 Cabela Dr', 'Mitchell, SD 57301']}",4.0,26,SD
41978,41978,Culver's,"{'latitude': 43.6885375976563, 'longitude': -98.012416}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1015 Cabela Dr', 'address2': '', 'address3': '', 'city': 'Mitchell', 'zip_code': '57301', 'country': 'US', 'state': 'SD', 'display_address': ['1015 Cabela Dr', 'Mitchell, SD 57301']}",4.0,26,SD
41987,41987,Jimmy John's,"{'latitude': 43.6943931, 'longitude': -98.0128964}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]","{'address1': '1610 S Burr St', 'address2': 'Ste. A', 'address3': '', 'city': 'Mitchell', 'zip_code': '57301', 'country': 'US', 'state': 'SD', 'display_address': ['1610 S Burr St', 'Ste. A', 'Mitchell, SD 57301']}",4.5,7,SD
42005,42005,Culver's,"{'latitude': 43.6885375976563, 'longitude': -98.012416}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1015 Cabela Dr', 'address2': '', 'address3': '', 'city': 'Mitchell', 'zip_code': '57301', 'country': 'US', 'state': 'SD', 'display_address': ['1015 Cabela Dr', 'Mitchell, SD 57301']}",4.0,26,SD
42007,42007,McDonald's,"{'latitude': 43.7260722818636, 'longitude': -98.0249226093292}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '1704 N Main St', 'address2': '', 'address3': '', 'city': 'Mitchell', 'zip_code': '57301', 'country': 'US', 'state': 'SD', 'display_address': ['1704 N Main St', 'Mitchell, SD 57301']}",4.0,6,SD
