,Unnamed: 0,name,coordinates,category,location,rating,review_count,state
58791,58791,Long John Silver's,"{'latitude': 38.98144, 'longitude': -89.09862}","[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '701 Janette Dr', 'address2': '', 'address3': '', 'city': 'Vandalia', 'zip_code': '62471', 'country': 'US', 'state': 'IL', 'display_address': ['701 Janette Dr', 'Vandalia, IL 62471']}",4.5,3,IL
58794,58794,Wendy's,"{'latitude': 38.9779315260789, 'longitude': -89.1014030506678}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '821 Veterans  Avenue', 'address2': '', 'address3': '', 'city': 'Vandalia', 'zip_code': '62471', 'country': 'US', 'state': 'IL', 'display_address': ['821 Veterans  Avenue', 'Vandalia, IL 62471']}",3.5,6,IL
58795,58795,Sonic Drive-In,"{'latitude': 38.9778688319389, 'longitude': -89.1006647127324}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1615 N 8th St', 'address2': '', 'address3': '', 'city': 'Vandalia', 'zip_code': '62471', 'country': 'US', 'state': 'IL', 'display_address': ['1615 N 8th St', 'Vandalia, IL 62471']}",3.0,7,IL
58796,58796,Burger King,"{'latitude': 38.9777603149414, 'longitude': -89.0988616943359}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '701 Veterans Ave', 'address2': '', 'address3': '', 'city': 'Vandalia', 'zip_code': '62471', 'country': 'US', 'state': 'IL', 'display_address': ['701 Veterans Ave', 'Vandalia, IL 62471']}",2.5,5,IL
58823,58823,Bob Evans,"{'latitude': 40.2200322600394, 'longitude': -79.6123528}","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]","{'address1': '104 Bair Blvd', 'address2': '', 'address3': '', 'city': 'New Stanton', 'zip_code': '15672', 'country': 'US', 'state': 'PA', 'display_address': ['104 Bair Blvd', 'New Stanton, PA 15672']}",3.0,29,PA
58825,58825,Sheetz,"{'latitude': 40.218797, 'longitude': -79.61018}","[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'servicestations', 'title': 'Gas Stations'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '205 N Center Ave', 'address2': '', 'address3': '', 'city': 'New Stanton', 'zip_code': '15672', 'country': 'US', 'state': 'PA', 'display_address': ['205 N Center Ave', 'New Stanton, PA 15672']}",4.0,8,PA
58833,58833,China King,"{'latitude': 40.286013, 'longitude': -79.546208}","[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '1075 S Main St', 'address2': 'Ste 100', 'address3': None, 'city': 'Greensburg', 'zip_code': '15601', 'country': 'US', 'state': 'PA', 'display_address': ['1075 S Main St', 'Ste 100', 'Greensburg, PA 15601']}",4.5,40,PA
58890,58890,Arby's,"{'latitude': 40.535883, 'longitude': -75.734389}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '15506 Kutztown Rd', 'address2': '', 'address3': '', 'city': 'Kutztown', 'zip_code': '19530', 'country': 'US', 'state': 'PA', 'display_address': ['15506 Kutztown Rd', 'Kutztown, PA 19530']}",3.5,10,PA
58903,58903,In-N-Out Burger,"{'latitude': 42.3463760438664, 'longitude': -122.879939}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '1970 Crater Lake Hwy', 'address2': '', 'address3': '', 'city': 'Medford', 'zip_code': '97504', 'country': 'US', 'state': 'OR', 'display_address': ['1970 Crater Lake Hwy', 'Medford, OR 97504']}",4.0,367,OR
58926,58926,Chick-fil-A,"{'latitude': 38.22222209, 'longitude': -84.53913884}","[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '101 Tiger Way', 'address2': '', 'address3': '', 'city': 'Georgetown', 'zip_code': '40324', 'country': 'US', 'state': 'KY', 'display_address': ['101 Tiger Way', 'Georgetown, KY 40324']}",4.0,39,KY
58934,58934,Dairy Queen Grill & Chill,"{'latitude': 38.2132364127053, 'longitude': -84.539452}","[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '101 Finley Dr', 'address2': None, 'address3': None, 'city': 'Georgetown', 'zip_code': '40324', 'country': 'US', 'state': 'KY', 'display_address': ['101 Finley Dr', 'Georgetown, KY 40324']}",4.5,9,KY
58936,58936,Panera Bread,"{'latitude': 38.2217594, 'longitude': -84.539364}","[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '1446 Cherry Blossom Way', 'address2': None, 'address3': None, 'city': 'Georgetown', 'zip_code': '40324', 'country': 'US', 'state': 'KY', 'display_address': ['1446 Cherry Blossom Way', 'Georgetown, KY 40324']}",3.5,33,KY
58955,58955,Penn Station East Coast Subs,"{'latitude': 35.8652474286254, 'longitude': -86.3875248213556}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '1632 Memorial Blvd', 'address2': '', 'address3': '', 'city': 'Murfreesboro', 'zip_code': '37129', 'country': 'US', 'state': 'TN', 'display_address': ['1632 Memorial Blvd', 'Murfreesboro, TN 37129']}",4.0,54,TN
58986,58986,Chick-fil-A,"{'latitude': 38.4445110973437, 'longitude': -90.3730346}","[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1 Arnold Mall', 'address2': '', 'address3': '', 'city': 'Arnold', 'zip_code': '63010', 'country': 'US', 'state': 'MO', 'display_address': ['1 Arnold Mall', 'Arnold, MO 63010']}",3.5,43,MO
59009,59009,Chick-fil-A,"{'latitude': 35.255755, 'longitude': -81.02746}","[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '801 Park St', 'address2': '', 'address3': '', 'city': 'Belmont', 'zip_code': '28012', 'country': 'US', 'state': 'NC', 'display_address': ['801 Park St', 'Belmont, NC 28012']}",4.0,29,NC
59080,59080,McDonald's,"{'latitude': 39.0197038304698, 'longitude': -82.0418208092451}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '423 W Main St', 'address2': '', 'address3': '', 'city': 'Pomeroy', 'zip_code': '45769', 'country': 'US', 'state': 'OH', 'display_address': ['423 W Main St', 'Pomeroy, OH 45769']}",4.0,9,OH
59082,59082,Taco Bell,"{'latitude': 39.022228, 'longitude': -82.040754}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'address1': '420 West Main Street', 'address2': '', 'address3': '', 'city': 'Pomeroy', 'zip_code': '45769', 'country': 'US', 'state': 'OH', 'display_address': ['420 West Main Street', 'Pomeroy, OH 45769']}",5.0,2,OH
59085,59085,Long John Silver's,"{'latitude': 39.0254784, 'longitude': -82.0373611}","[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '226 W Main St', 'address2': '', 'address3': '', 'city': 'Pomeroy', 'zip_code': '45769', 'country': 'US', 'state': 'OH', 'display_address': ['226 W Main St', 'Pomeroy, OH 45769']}",2.5,3,OH
59087,59087,Dairy Queen,"{'latitude': 39.0072898864746, 'longitude': -82.0458068847656}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '700 N 2nd Ave', 'address2': '', 'address3': '', 'city': 'Middleport', 'zip_code': '45760', 'country': 'US', 'state': 'OH', 'display_address': ['700 N 2nd Ave', 'Middleport, OH 45760']}",5.0,1,OH
59089,59089,Bob Evans,"{'latitude': 39.0112425334578, 'longitude': -82.0371470600367}","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]","{'address1': '20 Mallard Ln', 'address2': '', 'address3': '', 'city': 'Mason', 'zip_code': '25260', 'country': 'US', 'state': 'WV', 'display_address': ['20 Mallard Ln', 'Mason, WV 25260']}",2.5,6,WV
59090,59090,Tudor's Biscuit World,"{'latitude': 39.0210967, 'longitude': -82.0297701}","[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'address1': '1952 2nd St', 'address2': '', 'address3': '', 'city': 'Mason', 'zip_code': '25260', 'country': 'US', 'state': 'WV', 'display_address': ['1952 2nd St', 'Mason, WV 25260']}",4.5,2,WV
59092,59092,Subway,"{'latitude': 39.008764212917, 'longitude': -82.0452101192222}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '813 W Main St', 'address2': '', 'address3': '', 'city': 'Pomeroy', 'zip_code': '45769', 'country': 'US', 'state': 'OH', 'display_address': ['813 W Main St', 'Pomeroy, OH 45769']}",3.0,1,OH
59094,59094,Pizza Hut,"{'latitude': 39.0205905, 'longitude': -82.0414848625661}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '415 W Main St', 'address2': '', 'address3': '', 'city': 'Pomeroy', 'zip_code': '45769', 'country': 'US', 'state': 'OH', 'display_address': ['415 W Main St', 'Pomeroy, OH 45769']}",2.5,2,OH
59123,59123,Pizza Factory,"{'latitude': 37.3426396686776, 'longitude': -120.613887794316}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '1300 Commerce Ave', 'address2': '', 'address3': '', 'city': 'Atwater', 'zip_code': '95301', 'country': 'US', 'state': 'CA', 'display_address': ['1300 Commerce Ave', 'Atwater, CA 95301']}",3.5,72,CA
59136,59136,Fosters Freeze,"{'latitude': 37.352096, 'longitude': -120.614115}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '1401 Winton Way', 'address2': '', 'address3': '', 'city': 'Atwater', 'zip_code': '95301', 'country': 'US', 'state': 'CA', 'display_address': ['1401 Winton Way', 'Atwater, CA 95301']}",3.0,57,CA
59182,59182,Chicken Express,"{'latitude': 34.11745, 'longitude': -93.09598}","[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '3115 Pine St', 'address2': None, 'address3': None, 'city': 'Arkadelphia', 'zip_code': '71923', 'country': 'US', 'state': 'AR', 'display_address': ['3115 Pine St', 'Arkadelphia, AR 71923']}",4.0,27,AR
59191,59191,Domino's Pizza,"{'latitude': 34.123756, 'longitude': -93.064228}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '1412 Pine St', 'address2': '', 'address3': '', 'city': 'Arkadelphia', 'zip_code': '71923', 'country': 'US', 'state': 'AR', 'display_address': ['1412 Pine St', 'Arkadelphia, AR 71923']}",4.0,4,AR
59254,59254,Pita Pit,"{'latitude': 44.9615414909935, 'longitude': -92.7245810153443}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '2350 Badger Dr', 'address2': '', 'address3': '', 'city': 'Hudson', 'zip_code': '54016', 'country': 'US', 'state': 'WI', 'display_address': ['2350 Badger Dr', 'Hudson, WI 54016']}",4.0,26,WI
59265,59265,Pizza Hut,"{'latitude': 33.0986197953562, 'longitude': -82.0214058458805}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '1100 N Liberty St', 'address2': '', 'address3': '', 'city': 'Waynesboro', 'zip_code': '30830', 'country': 'US', 'state': 'GA', 'display_address': ['1100 N Liberty St', 'Waynesboro, GA 30830']}",3.0,8,GA
59266,59266,KFC,"{'latitude': 33.1052697615059, 'longitude': -82.0239786877489}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","{'address1': '600 Hopkins Corner Dr', 'address2': None, 'address3': None, 'city': 'Waynesboro', 'zip_code': '30830', 'country': 'US', 'state': 'GA', 'display_address': ['600 Hopkins Corner Dr', 'Waynesboro, GA 30830']}",2.5,3,GA
59268,59268,Burger King,"{'latitude': 33.1052545, 'longitude': -82.023483}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '500 Hopkins Corner Dr', 'address2': None, 'address3': None, 'city': 'Waynesboro', 'zip_code': '30830', 'country': 'US', 'state': 'GA', 'display_address': ['500 Hopkins Corner Dr', 'Waynesboro, GA 30830']}",1.5,7,GA
